"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","negative regulation of gene expression","GO:0010629","false","0.000041470999285229394","4.3822554997497445","811","790","72","16307","PRKCA,SYT11,TOB1,ZNFX1,ATF4,ADAR,TDRD7,PARP9,EIF2AK2,RPL13A,GBP1,LAPTM5,LRRK2,EIF3E,RACK1,PARP14,SND1,VSIR,CTIF,NPM1,OAS1,HDAC9,PPM1D,MEFV,CTSZ,FTO,CEACAM1,DIS3L2,CARD16,EIF4EBP1,ATOH8,NBAS,MSR1,ATP2B4,EMILIN1,SLC7A5,LILRA4,PUS7,ITGB8,SMYD5,PTPN22,PRKN,RPS3,TYMS,SERBP1,BEND3,TENT5A,SRSF6,XRN1,LILRA5,ACVRL1,CXCL8,GPNMB,MYD88,DHX58,RPS13,PABPC1,APEX1,BTG2,C5AR2,TREM2,MOV10,DCPS,AXL,FAM172A,OAS3,PML,ANXA1,EPRS1,ANXA4,BST2,LGR4"
"GO:BP","regulation of GTPase activity","GO:0043087","false","0.000043595631655014134","4.360557025482967","312","790","37","16307","BCAS3,MAP4K4,TGM2,RALGPS1,CCL18,PLXNA2,CCL23,CCL26,LRRK2,RACK1,RTN4R,TBC1D9,PTK2,DOCK6,LARS1,AGAP1,SIPA1L3,PKP4,PLXND1,TBC1D22A,RGS10,ARHGAP24,DOCK8,VAV2,RAPGEFL1,EPHA2,SIPA1L1,FGD4,S100A10,CCL7,RGL1,ADPRH,ARHGAP15,EPHB3,CCL13,PLXNA1,RIPOR1"
"GO:BP","response to chemical","GO:0042221","false","0.00004371893271918252","4.359330448731194","2638","790","180","16307","DTX1,GPHN,BCAS3,KANK2,MSRA,CD36,PRKCA,PTPRM,ABCC4,ABCA1,SYT11,MME,TGM2,MYC,IL18,CCL18,ATF4,ADAR,SCARB1,PDE4D,MDM2,PLXNA2,ALOX15,RPTOR,CCL23,CCL26,SHMT2,PARP9,EIF2AK2,FBLN5,IL7R,IFIH1,RPL13A,GBP1,LAPTM5,FAS,LRP8,LRRK2,SESN1,INSIG1,STAT1,RACK1,PARP14,TRIB3,CAMK1D,ADAM15,ZNF366,AQP9,DNAJC10,ACER2,GRB10,ZBTB20,NPM1,APOBEC3A,OAS1,PDE2A,PIK3CG,HDAC9,PLSCR1,MEFV,MAN1A1,RYR1,KCNQ1,GBP4,CASP1,CEACAM1,HSPA4L,TM7SF3,STAT2,TOR1B,ATF3,TRIM5,BCKDHB,FFAR2,PRKCB,CARD16,SCD,PTK2,ATP2B4,PPARD,XCR1,IRF1,LARS1,LILRA4,ADA,FAF1,RBFOX2,SIGMAR1,BCL2L11,RPL23,S100A8,DUSP1,HBEGF,GPX1,SLC39A14,PLAUR,PCK2,PTPN22,GBP5,PRKN,SLC30A1,RPS3,TYMS,PDE4B,ME1,OPHN1,ANG,PLXND1,CXCR1,VDR,LDLR,UNC5B,IPO5,RDH11,LILRA5,IFNLR1,LANCL2,GPX3,P2RY2,NCK2,PADI2,RGS10,CD80,PDE1B,GBP2,CXCL8,TRIM21,GPNMB,P2RY12,MYD88,CXCL12,SAMHD1,PTK2B,PRMT5,H2BC11,PGF,CTSL,DOCK8,VAV2,NOD2,SLC24A4,C5AR2,EPHA2,TREM2,CYP2U1,TRAF1,DCPS,IL10RA,AXL,OAS3,SEMA4B,EFNB1,PDGFA,CCL7,BLMH,BST1,PML,TRIM56,ANXA1,PDK4,EPRS1,PMAIP1,CHMP5,EPHB3,TIMP4,OSM,SP100,CCL13,BST2,PIP4K2C,SLC25A23,DNAJB2,PLXNA1,IL17RA,FZD7,TRIM25,RIPOR1,CSF1R,HIPK2,NOP53"
"GO:BP","ncRNA processing","GO:0034470","false","0.000047645420910125624","4.321978832046114","393","790","43","16307","CDKAL1,FARS2,ADAR,RPL10A,TDRD7,RPS17,RPS8,URB1,RPL14,RPS21,AARS1,RPS14,RPL35,RPS6,IMP4,INTS6L,FBL,THG1L,RPL7A,RPL5,PUS7,RPL26,NOL6,RPS16,DIMT1,RRS1,NOB1,DKC1,RRP12,NSA2,RPS24,PUS1,DDX10,NIFK,DUS3L,METTL1,NAT10,RPL35A,BOP1,RPS7,TRMT1,NOP53,NOLC1"
"GO:BP","regulation of viral life cycle","GO:1903900","false","0.00004842746832138171","4.314908234294219","135","790","22","16307","ZNFX1,ADAR,EIF2AK2,TRIM38,IFIH1,APOBEC3C,APOBEC3A,OAS1,PLSCR1,TRIM5,IFIT5,TRIM22,LY6E,APOBEC3G,APOBEC3F,CXCL8,TRIM21,PABPC1,AXL,OAS3,BST2,TRIM25"
"GO:BP","tRNA aminoacylation","GO:0043039","false","0.000052889554275018605","4.276630092968074","43","790","12","16307","FARS2,AARS1,IARS1,WARS2,TARS1,LARS1,MARS1,YARS1,FARSB,GARS1,EPRS1,VARS1"
"GO:BP","intrinsic apoptotic signaling pathway by p53 class mediator","GO:0072332","false","0.00005391423928257259","4.268296518205796","59","790","14","16307","FHIT,MYC,MDM2,TRIAP1,PHLDA3,RPS27L,AEN,RPL26,PRKN,MYBBP1A,PML,PMAIP1,RPS7,HIPK2"
"GO:BP","negative regulation of viral process","GO:0048525","false","0.0000562131411056812","4.250162146307312","86","790","17","16307","ZNFX1,EIF2AK2,IFIH1,STAT1,APOBEC3C,APOBEC3A,OAS1,PLSCR1,TRIM5,IFIT5,LY6E,APOBEC3G,APOBEC3F,TRIM21,OAS3,SP100,BST2"
"GO:BP","ribosomal small subunit biogenesis","GO:0042274","false","0.00005748857190766696","4.240418479670659","68","790","15","16307","RPS17,RPS8,RPS21,RPS14,NPM1,RPS27L,RPS5,RPS6,IMP4,RPS16,RRS1,NOB1,RPS24,NAT10,RPS7"
"GO:BP","cellular response to chemical stimulus","GO:0070887","false","0.00006477913205767911","4.188564875175576","1966","790","141","16307","DTX1,BCAS3,KANK2,MSRA,CD36,PRKCA,ABCC4,SYT11,MME,TGM2,MYC,IL18,CCL18,ATF4,PDE4D,MDM2,ALOX15,RPTOR,CCL23,CCL26,PARP9,FBLN5,IL7R,IFIH1,RPL13A,GBP1,LAPTM5,FAS,LRP8,LRRK2,SESN1,INSIG1,STAT1,RACK1,PARP14,TRIB3,CAMK1D,ADAM15,ZNF366,AQP9,DNAJC10,ACER2,GRB10,ZBTB20,NPM1,APOBEC3A,OAS1,PDE2A,PIK3CG,HDAC9,RYR1,KCNQ1,GBP4,CASP1,CEACAM1,TM7SF3,STAT2,ATF3,TRIM5,FFAR2,PRKCB,CARD16,PTK2,ATP2B4,PPARD,XCR1,IRF1,LARS1,LILRA4,RBFOX2,SIGMAR1,BCL2L11,RPL23,S100A8,DUSP1,HBEGF,GPX1,SLC39A14,PCK2,PTPN22,GBP5,PRKN,RPS3,PDE4B,CXCR1,VDR,IPO5,RDH11,LILRA5,IFNLR1,LANCL2,P2RY2,NCK2,PADI2,RGS10,CD80,PDE1B,GBP2,CXCL8,TRIM21,P2RY12,MYD88,CXCL12,SAMHD1,PTK2B,PRMT5,H2BC11,PGF,CTSL,DOCK8,VAV2,NOD2,C5AR2,EPHA2,TREM2,CYP2U1,TRAF1,DCPS,IL10RA,AXL,OAS3,CCL7,BST1,PML,TRIM56,ANXA1,PDK4,EPRS1,PMAIP1,CHMP5,OSM,SP100,CCL13,PIP4K2C,SLC25A23,IL17RA,FZD7,RIPOR1,CSF1R,HIPK2,NOP53"
"GO:BP","amino acid activation","GO:0043038","false","0.00006477913205767911","4.188564875175576","44","790","12","16307","FARS2,AARS1,IARS1,WARS2,TARS1,LARS1,MARS1,YARS1,FARSB,GARS1,EPRS1,VARS1"
"GO:BP","regulation of cellular catabolic process","GO:0031329","false","0.00009130079032610587","4.039525463070508","694","790","63","16307","PRKCA,FHIT,EXOC4,TOB1,SCARB1,MDM2,RPTOR,TRIM38,LAPTM5,LRRK2,SESN1,RACK1,TRIB3,ACER2,ZBTB20,NPM1,MEFV,PLK2,FTO,TP53INP1,TRIM5,DIS3L2,NBAS,PTK2,RPL5,ATP2B4,TRIM22,RPL23,NUPR1,PTPN22,PRKN,DTX3L,SH3RF3,SERBP1,DKC1,LDLR,TENT5A,TPCN2,RUBCN,ATP6V0E1,TRIM21,SCARB2,EIF3H,MYD88,PTK2B,FBXO22,PABPC1,APEX1,BTG2,RNF19B,VDAC1,TREM2,MOV10,DCPS,IL10RA,PML,EEF1A1,TIMP4,PIP4K2C,DNAJB2,RPS7,HIPK2,NOP53"
"GO:BP","regulation of response to biotic stimulus","GO:0002831","false","0.00010592115041535073","3.975017310982873","393","790","42","16307","CD36,PRKCA,ZNFX1,PARP9,IFIH1,LRP8,STAT1,PARP14,OAS1,DDX60,PLSCR1,MEFV,IFI35,CASP1,CEACAM1,STAT2,TRIM5,FFAR2,CARD16,EMILIN1,IRF1,LILRA4,PTPN22,GBP5,DTX3L,APOBEC3G,HERC5,APOBEC3F,IFNLR1,TRIM21,MYD88,DHX58,SAMHD1,NOD2,TLR7,TREM2,OAS3,PML,TRIM56,CLEC4E,LGR4,NOP53"
"GO:BP","regulation of cellular macromolecule biosynthetic process","GO:2000112","false","0.0001289514507838161","3.8895737674162225","410","790","43","16307","MYC,TOB1,ATF4,SHMT2,EIF2AK2,RPL13A,EIF3E,RACK1,RPL10,ACER2,CTIF,NPM1,RPS27L,FTO,EEF2,DIS3L2,EIF4EBP1,RPL5,EIF2S3,RPS4X,PUS7,RPL26,EIF4B,RPS3,TYMS,MRPS27,EIF2A,DPH2,NCK2,EIF3H,PUM3,PABPC1,DUS3L,EIF3D,BTG2,EEFSEC,NAT10,BZW2,MOV10,DCPS,PML,EPRS1,NOLC1"
"GO:BP","positive regulation of response to stimulus","GO:0048584","false","0.00013424616470595873","3.8720981128599257","1924","790","137","16307","MARCO,CD36,PRKCA,MAP4K4,TGM2,MYC,IL18,WWOX,CCL18,ZNFX1,IER5,PDE4D,AUTS2,ALOX15,RPTOR,PCNA,CCL23,CCL26,PARP9,EIF2AK2,IL7R,TRIM38,C3,IFIH1,TNFSF10,GBP1,LAPTM5,FAS,LRRK2,ARHGEF3,RACK1,PARP14,CAMK1D,GRB10,OAS1,PDE2A,PIK3CG,DDX60,PLSCR1,MEFV,PLK2,IFI35,CASP1,CEACAM1,RTN4R,DAAM2,ATF3,TRIM5,FFAR2,PRKCB,CARD16,IFIT5,PTK2,EMILIN1,TRIM22,IRF1,LARS1,LILRA4,SHISA5,HAP1,BCL2L11,RPL23,RPL26,S100A8,HBEGF,NUPR1,MGMT,SLC39A14,PLAUR,PTPN22,GBP5,RPS12,PRKN,RPS3,SECTM1,BABAM2,DDX21,SH3RF3,PDE4B,VDR,UNC5B,LILRA5,LANCL2,ECM1,ACVRL1,NCK2,CD80,CXCL8,TRIM21,GPNMB,P2RY12,SPIRE1,MYD88,CXCL12,DHX58,PTK2B,CRACR2A,PRMT5,PGF,RPL37,VAV2,NOD2,TLR7,C5AR2,ARRDC3,VDAC1,TREM2,DLG5,TRAF1,TGFA,IL10RA,MLLT3,AXL,LRG1,OAS3,NEK6,PDGFA,CCL7,PML,TRIM56,ANXA1,CLEC4E,RHOC,PMAIP1,GCSAM,OSM,CCL13,BST2,LGR4,IL17RA,FZD7,RPS7,LPAR6,TRIM25,CSF1R,HIPK2,NOP53"
"GO:BP","organic substance biosynthetic process","GO:1901576","false","0.00039927531085335503","3.398727543528808","5147","790","307","16307","DTX1,GPHN,BCAS3,KANK2,HS3ST2,CD36,GGT5,PEMT,POLD2,GMDS,RPL29,FARS2,MYC,IL18,WWOX,TAF4B,TOB1,ATF4,ZNF561,POLH,SCARB1,IER5,CSRNP1,AUTS2,MAML3,MDM2,EEF1B2,RPL34,ALOX15,RPTOR,RPL10A,PCNA,SHMT2,TKT,PARP9,CUX1,RPL3,EIF2AK2,RPS17,EXT1,MYCL,RPS8,TRIM38,ELOVL6,C3,PFAS,BNC2,RPL13A,XPC,LRP8,ABHD14B,TRIAP1,INSIG1,STAT1,B3GNT5,EIF3E,RACK1,RPL14,RPS21,TRIB3,CAMK1D,AARS1,APOBEC3C,RPL32,MAN1C1,ZNF366,RPL10,BATF3,RPL15,IARS1,BATF2,CDKN1A,ACER2,CAVIN1,RRM2B,CTIF,ZBTB20,RPS14,PAICS,NPM1,SRM,APOBEC3A,FOSL2,BTG1,PDE2A,PIK3CG,HS6ST1,MID1IP1,HDAC9,PPM1D,RPL27A,PLSCR1,CDK14,FAXDC2,RPS27L,NFIX,RPL12,RPL35,CHST2,CASP1,REV3L,FADS1,FTO,CEACAM1,EEF2,RPS5,WARS2,RPS6,STAT2,FASN,RPL22,TP53INP1,ATF3,TRIM5,DIS3L2,RPS23,PRKCB,CARD16,EIF4EBP1,SCD,ATOH8,ZHX3,DGKA,GGT1,RPL7A,RPL5,ATP2B4,TARS1,ZDHHC14,PPARD,RPS2,ZEB1,ACACA,EDA,DHCR7,PRDM1,RPL31,ADK,TRIM22,SP110,EIF2S3,RPL4,SATB2,IRF1,LARS1,ADA,FAF1,RPS4X,RBFOX2,ELOVL5,PUS7,MARS1,RPL23,RPL26,S100A8,RPL13,CD244,NUPR1,ZFP28,RPS16,RPL22L1,SLC39A14,HSF4,PAWR,PCK2,ELL2,BRCA2,EIF4B,RPS12,PRKN,ETV7,RPS3,CREM,SDS,TYMS,DDX21,SUPT3H,EIF3L,DTX3L,RPL8,SP140,ME1,MRPS27,RPL18,GALNT11,APOBEC3G,PLPP3,PNPLA3,XXYLT1,ANG,BEND3,RPS15A,DKC1,TTC7B,VDR,LDLR,ZBTB43,PIGU,XYLT1,YARS1,RPL37A,MYBBP1A,RPS11,IMPDH2,ACSL3,POLR1E,MVK,RPS24,ALOX15B,ASCC3,XRN1,APOBEC3F,MTAP,EIF2A,LANCL2,SOX12,DPH2,ACVRL1,NCK2,CD80,NIFK,CXCL8,TRIM21,FZD2,EIF3H,PUM3,MYD88,PTK2B,EIF2D,PRMT5,ST3GAL3,RPLP2,RPS29,RPS13,ZNF846,PABPC1,RPL37,APEX1,RPL6,ZNF581,MRPL3,FARSB,DUS3L,EIF3D,ZNF441,PRPS2,BTG2,EEFSEC,NOD2,FADS2,RPL36,RPLP0,WWC2,TREM2,NAT10,RPL24,TRAF1,BZW2,MRPL49,PPRC1,MOV10,DCPS,TWNK,EIF2S2,RPL35A,HS2ST1,MLLT3,GAL3ST4,FUT8,GTF2B,CCT2,ZNF337,L3MBTL4,CAD,ADCY4,PDGFA,GARS1,MSMO1,PML,TRIM56,ANXA1,PDK4,EEF1A1,EPRS1,ANXA4,VARS1,ACSL4,ZMYND11,GNPNAT1,JDP2,FITM2,PIGV,OSM,SP100,FAU,PIP4K2C,EIF3M,HMGA1,FZD7,RPS7,TRIM25,MRPL24,HHAT,HIPK2,NOP53,NOLC1,SLC44A1"
"GO:BP","gene expression","GO:0010467","false","0.0004704024271541323","3.3275304460796074","5255","790","312","16307","DTX1,BCAS3,KANK2,CD36,PRKCA,CDKAL1,RPL29,FARS2,SYT11,MME,MYC,IL18,WWOX,TAF4B,TOB1,ZNFX1,ATF4,ADAR,ZNF561,IER5,PDE4D,CSRNP1,AUTS2,MAML3,MDM2,EEF1B2,RPL34,F13A1,RPTOR,RPL10A,IMMP2L,SHMT2,TDRD7,PARP9,CUX1,ANK2,RPL3,EIF2AK2,RPS17,MYCL,RPS8,TRIM38,C3,IFIH1,BNC2,RPL13A,GBP1,LAPTM5,XPC,LRP8,ABHD14B,LRRK2,TRIAP1,STAT1,URB1,EIF3E,RACK1,RPL14,RPS21,PARP14,TRIB3,CAMK1D,AARS1,SND1,RPL32,ZNF366,VSIR,RPL10,BATF3,RPL15,IARS1,BATF2,CAVIN1,CTIF,ZBTB20,RPS14,NPM1,FOSL2,ATP1B1,BTG1,OAS1,PDE2A,PIK3CG,HDAC9,PPM1D,RPL27A,PLSCR1,MEFV,CDK14,CYFIP2,CTSZ,RPS27L,NFIX,RPL12,RPL35,CASP1,FADS1,FTO,CEACAM1,EEF2,RPS5,WARS2,RPS6,STAT2,IMP4,RPL22,INTS6L,TP53INP1,ATF3,TRIM5,FBL,DIS3L2,THG1L,FFAR2,RPS23,PRKCB,CARD16,EIF4EBP1,ATOH8,NBAS,MSR1,ZHX3,GGT1,RPL7A,RPL5,ATP2B4,TARS1,EMILIN1,PPARD,RPS2,ZEB1,EDA,PRDM1,RPL31,MELTF,TRIM22,SLC7A5,SP110,EIF2S3,RPL4,SATB2,IRF1,LARS1,LILRA4,FAF1,RPS4X,RBFOX2,PUS7,MARS1,RPL23,RPL26,S100A8,ACTA2,ITGB8,RPL13,CD244,SMYD5,NUPR1,NOL6,ZFP28,RPS16,RPL22L1,GPX1,PLAUR,HSF4,PAWR,ELL2,DIMT1,PTPN22,BRCA2,GBP5,EIF4B,RPS12,PRKN,ETV7,RPS3,CREM,TYMS,DDX21,SUPT3H,EIF3L,RBM19,DTX3L,PDE4B,RPL8,SP140,MRPS27,RRS1,RPL18,PLPP3,ANG,SERBP1,NOB1,BEND3,RPS15A,DKC1,RRP12,VDR,NSA2,TENT5A,ZBTB43,YARS1,RPL37A,MYBBP1A,RPS11,POLR1E,SRSF6,RPS24,ALOX15B,ASCC3,XRN1,SCAMP5,PUS1,EIF2A,LILRA5,DDX10,LANCL2,SOX12,DPH2,ACVRL1,NCK2,PADI2,CD80,NIFK,CXCL8,TRIM21,GPNMB,FZD2,EIF3H,PUM3,MYD88,ANKRA2,CMTR1,DHX58,SAMHD1,EIF2D,PRMT5,RPLP2,RPS29,RPS13,ZNF846,PABPC1,RPL37,APEX1,CTSL,RPL6,ZNF581,MRPL3,FARSB,DUS3L,EIF3D,ZNF441,BTG2,METTL1,EEFSEC,NOD2,TLR7,RPL36,C5AR2,RPLP0,WWC2,TREM2,NAT10,DUSP11,RPL24,TRAF1,BZW2,MRPL49,PPRC1,MOV10,DCPS,TWNK,EIF2S2,RPL35A,MLLT3,AXL,FAM172A,GTF2B,OAS3,ZNF337,L3MBTL4,S100A10,GARS1,PML,TRIM56,ANXA1,EEF1A1,EPRS1,ANXA4,VARS1,ZMYND11,JDP2,OSM,SP100,BST2,FAU,LGR4,BOP1,EIF3M,HMGA1,IL17RA,FZD7,ECE1,RPS7,SEC11A,TRMT1,TRIM25,MRPL24,CSF1R,HIPK2,NOP53,NOLC1"
"GO:BP","ribosome assembly","GO:0042255","false","0.0005002366688147469","3.300824476379584","53","790","12","16307","RPL10,RPS14,NPM1,RPS27L,RPS5,RPL5,RRS1,EIF2A,RPL6,RPLP0,BOP1,NOP53"
"GO:BP","regulation of viral genome replication","GO:0045069","false","0.0006014016169067989","3.220835408605377","82","790","15","16307","ZNFX1,ADAR,EIF2AK2,IFIH1,APOBEC3C,APOBEC3A,OAS1,PLSCR1,IFIT5,APOBEC3G,APOBEC3F,CXCL8,PABPC1,OAS3,BST2"
"GO:BP","small molecule metabolic process","GO:0044281","false","0.000703151747353877","3.1529509396648914","1534","790","111","16307","MSRA,CD36,GGT5,MACROD1,FHIT,GMDS,FARS2,ABCA1,MME,ATF4,ALOX15,RPTOR,SHMT2,TKT,PARP9,OLA1,ELOVL6,PFAS,ABHD14B,LRRK2,INSIG1,TRIB3,AARS1,APOBEC3C,RBP1,IARS1,ACER2,RRM2B,ZBTB20,PAICS,ATP1B1,OAS1,PDE2A,MID1IP1,MMAB,RETSAT,CLYBL,GPT2,CASP1,FADS1,SLC6A8,CEACAM1,WARS2,FASN,HADH,TP53I3,BCKDHB,SCD,GGT1,ATP2B4,TARS1,PPARD,ACACA,DHCR7,ADK,MCCC2,LARS1,ADA,ELOVL5,PCCA,MARS1,DPYD,CD244,NUPR1,GPX1,SLC39A14,PCK2,PRKN,NME4,SDS,TYMS,ME1,APOBEC3G,PLPP3,PNPLA3,VNN2,BEND3,ALDH1L2,YARS1,ENO2,IMPDH2,ACSL3,MVK,ALOX15B,RDH11,MTAP,SAMHD1,PTK2B,HPGDS,FARSB,PRPS2,FADS2,EPHA2,VDAC1,TREM2,CYP2U1,FUT8,CAD,ADCY4,ABHD12,GARS1,BLMH,MSMO1,ANXA1,PDK4,EPRS1,VARS1,ACSL4,GNPNAT1,FITM2,PMAIP1"
"GO:BP","programmed cell death","GO:0012501","false","0.000703151747353877","3.1529509396648914","1397","790","103","16307","DOCK1,KANK2,PRKCA,FHIT,MAP4K4,TGM2,MYC,WWOX,TNFSF9,ATF4,CSRNP1,MDM2,TNFRSF10C,TNFSF10,LAPTM5,DEPTOR,FAS,LRP8,LRRK2,TRIAP1,STAT1,RACK1,TRIB3,ATAD3A,AVEN,RPL10,DNAJC10,CDKN1A,PHLDA3,ACER2,NPM1,TPT1,BTG1,ATP2A3,PLSCR1,MEFV,CYFIP2,PLK2,RPS27L,HTRA1,CASP1,TM7SF3,RPS6,TP53INP1,ATF3,CARD16,MAGI3,AEN,PTK2,PPARD,IRF1,FAF1,SIGMAR1,RPS6KA2,BCL2L11,RPL26,S100A8,TNFRSF10D,HCAR2,TMEM117,NUPR1,MGMT,GPX1,PLAUR,PAWR,PRKN,RPS3,BABAM2,FCMR,BLOC1S2,GRK5,UNC5B,YARS1,MYBBP1A,STK17A,ALOX15B,DELE1,NCK2,MYD88,CXCL12,PTK2B,APEX1,CTSL,NOD2,EPHA2,VDAC1,TREM2,TRAF1,DCPS,AXL,PML,ANXA1,PDK4,ANXA4,ZMYND11,PMAIP1,SP100,RPS7,RTL10,XKR8,HIPK2,IL24,NOP53"
"GO:BP","cellular biosynthetic process","GO:0044249","false","0.0007082025229312604","3.149842530425729","5086","790","302","16307","DTX1,GPHN,BCAS3,KANK2,HS3ST2,CD36,GGT5,PEMT,POLD2,GMDS,RPL29,FARS2,MYC,IL18,WWOX,TAF4B,TOB1,ATF4,ZNF561,POLH,SCARB1,IER5,CSRNP1,AUTS2,MAML3,MDM2,EEF1B2,RPL34,ALOX15,RPTOR,RPL10A,PCNA,SHMT2,TKT,PARP9,CUX1,RPL3,EIF2AK2,RPS17,EXT1,MYCL,RPS8,TRIM38,ELOVL6,C3,PFAS,BNC2,RPL13A,XPC,LRP8,ABHD14B,TRIAP1,STAT1,B3GNT5,EIF3E,RACK1,RPL14,RPS21,TRIB3,CAMK1D,AARS1,APOBEC3C,RPL32,MAN1C1,ZNF366,RPL10,BATF3,RPL15,IARS1,BATF2,CDKN1A,ACER2,CAVIN1,RRM2B,CTIF,ZBTB20,RPS14,PAICS,NPM1,SRM,APOBEC3A,FOSL2,BTG1,PDE2A,PIK3CG,HS6ST1,MID1IP1,HDAC9,PPM1D,RPL27A,PLSCR1,CDK14,RPS27L,NFIX,RPL12,RPL35,CHST2,CASP1,REV3L,FADS1,FTO,CEACAM1,EEF2,RPS5,WARS2,RPS6,STAT2,FASN,RPL22,TP53INP1,ATF3,TRIM5,DIS3L2,RPS23,PRKCB,CARD16,EIF4EBP1,SCD,ATOH8,ZHX3,DGKA,GGT1,RPL7A,RPL5,ATP2B4,TARS1,ZDHHC14,PPARD,RPS2,ZEB1,ACACA,EDA,PRDM1,RPL31,ADK,TRIM22,SP110,EIF2S3,RPL4,SATB2,IRF1,LARS1,ADA,FAF1,RPS4X,RBFOX2,ELOVL5,PUS7,MARS1,RPL23,RPL26,S100A8,RPL13,CD244,NUPR1,ZFP28,RPS16,RPL22L1,HSF4,PAWR,PCK2,ELL2,BRCA2,EIF4B,RPS12,PRKN,ETV7,RPS3,CREM,SDS,TYMS,DDX21,SUPT3H,EIF3L,DTX3L,RPL8,SP140,ME1,MRPS27,RPL18,GALNT11,APOBEC3G,PLPP3,PNPLA3,XXYLT1,ANG,BEND3,RPS15A,DKC1,TTC7B,VDR,LDLR,ZBTB43,PIGU,XYLT1,YARS1,RPL37A,MYBBP1A,RPS11,IMPDH2,ACSL3,POLR1E,MVK,RPS24,ALOX15B,ASCC3,XRN1,APOBEC3F,MTAP,EIF2A,LANCL2,SOX12,DPH2,ACVRL1,NCK2,CD80,NIFK,CXCL8,TRIM21,FZD2,EIF3H,PUM3,MYD88,PTK2B,EIF2D,PRMT5,ST3GAL3,RPLP2,RPS29,RPS13,ZNF846,PABPC1,RPL37,APEX1,RPL6,ZNF581,MRPL3,FARSB,DUS3L,EIF3D,ZNF441,PRPS2,BTG2,EEFSEC,NOD2,FADS2,RPL36,RPLP0,WWC2,TREM2,NAT10,RPL24,TRAF1,BZW2,MRPL49,PPRC1,MOV10,DCPS,TWNK,EIF2S2,RPL35A,HS2ST1,MLLT3,GAL3ST4,FUT8,GTF2B,CCT2,ZNF337,L3MBTL4,CAD,ADCY4,PDGFA,GARS1,PML,TRIM56,ANXA1,PDK4,EEF1A1,EPRS1,ANXA4,VARS1,ACSL4,ZMYND11,GNPNAT1,JDP2,FITM2,PIGV,OSM,SP100,FAU,PIP4K2C,EIF3M,HMGA1,FZD7,RPS7,TRIM25,MRPL24,HHAT,HIPK2,NOP53,NOLC1,SLC44A1"
"GO:BP","negative regulation of viral genome replication","GO:0045071","false","0.0007082025229312604","3.149842530425729","55","790","12","16307","ZNFX1,EIF2AK2,IFIH1,APOBEC3C,APOBEC3A,OAS1,PLSCR1,IFIT5,APOBEC3G,APOBEC3F,OAS3,BST2"
